State Name/Location,pricing,Emi,Project Name,Location,Config,Possession Status
mumbai,1.65 Cr - 1.87 Cr,EMI starts at 1.09 Lacs,Jyoti Sukriti,"Goregaon East, Mumbai","2, 3 BHK Apartments","Dec, 2020"
mumbai,3 Cr - 7 Cr,EMI starts at 4.09 Lacs,Kalpataru Radiance A,"Goregaon West, Mumbai","2, 3, 4 BHK Apartments","Dec, 2021"
mumbai,1.48 Cr - 2.22 Cr,EMI starts at 1.29 Lacs,Sunteck City 4th Avenue,"Jogeshwari West, Mumbai","2, 3 BHK Apartments","Dec, 2024"
mumbai,1.89 Cr - 2.79 Cr,EMI starts at 1.63 Lacs,Godrej Prime,"Chembur, Mumbai","2, 3 BHK Apartments","May, 2022"
mumbai,1.52 Cr - 1.92 Cr,EMI starts at 1.12 Lacs,Romell Diva,"Malad West, Mumbai","2, 3 BHK Apartments","Apr, 2019"
mumbai,1.45 Cr - 2.36 Cr,EMI starts at 1.37 Lacs,Wadhwa Atmosphere O2,"Mulund West, Mumbai","2, 2.5, 3 BHK Apartments","Dec, 2025"
mumbai,1.74 Cr - 2.26 Cr,EMI starts at 1.32 Lacs,SD Siennaa Wing D,"Kandivali East, Mumbai","2, 3 BHK Apartments","Dec, 2024"
mumbai,1.97 Cr - 3.17 Cr,EMI starts at 1.85 Lacs,Concrete Sai Samast,"Govandi, Mumbai","2, 3 BHK Apartments","Dec, 2027"
mumbai,1.56 Cr,EMI starts at 91.2 K,Romell Empress C Wing,"Borivali West, Mumbai",2 BHK Apartment,Under Construction
mumbai,6.5 Cr - 6.8 Cr,EMI starts at 3.97 Lacs,Sanghvi Parsssva ExcellenSea,"Charni Road, Girgaon, Mumbai",3 BHK Apartment,"Dec, 2022"
mumbai,81.0 L - 1.48 Cr,EMI starts at 86.6 K,Raghav ONE,"Kurla East, Mumbai","1, 2 BHK Apartments","Dec, 2020"
mumbai,7.22 Cr,EMI starts at 4.22 Lacs,Rustomjee Seasons,"Bandra East, Mumbai",3 BHK Apartment,"Dec, 2020"
mumbai,1.45 Cr - 3.1 Cr,EMI starts at 1.81 Lacs,Mahindra Vicino A3A4,"Andheri East, Mumbai","1, 2 BHK Apartments","Mar, 2024"
mumbai,69 L - 1.39 Cr,EMI starts at 81.2 K,Royal Pristo,"Malad East, Mumbai","1, 2 BHK Apartments","Dec, 2022"
mumbai,2.5 Cr,EMI starts at 1.46 Lacs
mumbai,1.3 Cr,EMI starts at 76 K
mumbai,3.6 Cr,EMI starts at 2.1 Lacs
mumbai,1.5 Cr,EMI starts at 87.7 K
mumbai,7.45 Cr,EMI starts at 4.35 Lacs
mumbai,1.43 Cr,EMI starts at 83.6 K
mumbai,11.0 Cr,EMI starts at 6.43 Lacs
mumbai,4.6 Cr,EMI starts at 2.68 Lacs
mumbai,8.5 Cr,EMI starts at 4.96 Lacs
mumbai,7.0 Cr,EMI starts at 4.09 Lacs
mumbai,4.0 Cr,EMI starts at 2.33 Lacs
mumbai,61.0 L,EMI starts at 38 K
mumbai,2.7 Cr,EMI starts at 1.57 Lacs
mumbai,82.0 L - 3.3 Cr,EMI starts at 1.92 Lacs,Eastern Business District,"Bhandup West, Mumbai",1 RK Independent Floor,Ready to Move
mumbai,75.0 L,EMI starts at 43.8 K,Grace Villa,"Bandra West, Mumbai",1 BHK Independent Floor,"Dec, 2020"
noida,13.5 L,EMI starts at 8.4 K
noida,31.0 L,EMI starts at 19.3 K
noida,5.0 Cr,EMI starts at 2.92 Lacs
noida,29.0 L,EMI starts at 18 K
noida,5.25 Cr,EMI starts at 3.06 Lacs
noida,22.0 L,EMI starts at 13.7 K
noida,42.95 L,EMI starts at 26.7 K
noida,41.4 L,EMI starts at 25.8 K
noida,41.6 L,EMI starts at 25.9 K
noida,82.1 L,EMI starts at 48 K
noida,5.0 Cr,EMI starts at 2.92 Lacs
noida,3.5 Cr,EMI starts at 2.04 Lacs
noida,1.5 Cr,EMI starts at 87.7 K
noida,7.22 Cr,EMI starts at 4.22 Lacs,CBS Amaltas Bungalows,"Sector 90, Noida",4 BHK Bungalow,"Jun, 2018"
noida,55.25 L - 9.9 Cr,EMI starts at 5.78 Lacs,Jaypee Greens Golf Course,"Jaypee Greens, Greater Noida","5+, 1, 2, 3, 4, 5 BHK Villa, Apartment, Bungalows",Ready to Move
noida,1.39 Cr - 2.68 Cr,EMI starts at 1.56 Lacs,ATS One Hamlet,"Sector 104, Noida","3, 4 BHK Apartments",Ready to Move
noida,75.08 L - 1.48 Cr,EMI starts at 86.6 K,Paramount Golfforeste Villas,Greater Noida,"2.5, 3, 4 BHK Villas",Ready to Move in
noida,2.2 Cr - 3.14 Cr,EMI starts at 1.83 Lacs,Laureate Parx Laureate,"Sector 108, Noida","3, 4 BHK Apartments",Ready to Move
noida,2.23 Cr - 3.2 Cr,EMI starts at 1.86 Lacs,Jaypee The Imperial Court,"Sector 128, Noida","3, 4 BHK Apartments",Ready to Move
noida,1.85 Cr - 3.84 Cr,EMI starts at 2.24 Lacs,Prateek Edifice,"Sector 107, Noida","3, 4, 5 BHK Penthouse, Apartments",Ready to Move
noida,1.04 Cr - 2.16 Cr,EMI starts at 1.26 Lacs,Dasnac The Jewel of Noida,"Sector 75, Noida","2, 3, 4 BHK Apartments",Ready to Move
noida,30.23 L - 41.99 L,EMI starts at 26.1 K,Future Rhythm County,"Noida Extension, Greater Noida","2, 2.5, 3 BHK Apartments","Mar, 2020"
noida,2.05 Cr - 4.92 Cr,EMI starts at 2.87 Lacs,Mahagun Mezzaria,"Sector 78, Noida","3, 4, 5 BHK Apartments","Jun, 2019"
noida,1.62 Cr - 3.08 Cr,EMI starts at 1.8 Lacs,Amore,"Sector 32, Noida","2, 3, 4 BHK Apartments",Ready to Move
noida,71 L - 1.34 Cr,EMI starts at 78.2 K,ATS Dolce,"Eta 1 Greater Noida, Greater Noida","3, 4 BHK Apartments","Dec, 2020"
noida,86.71 L - 1.97 Cr,EMI starts at 1.14 Lacs,Civitech Stadia,"Sector 79, Noida","3, 4.5 BHK Apartments",Ready to Move
noida,95 L,EMI starts at 55.5 K,Ajnara Klock Tower,"Sector 74, Noida",3 BHK Apartment,"Feb, 2019"
noida,48.13 L - 87.68 L,EMI starts at 51.2 K,Ajnara Ambrosia,"Sector 118, Noida","2, 3, 3.5 BHK Apartments","Dec, 2019"
noida,24.83 L - 44.46 L,EMI starts at 27.7 K,Gaursons Atulyam,"Omicron I Greater Noida, Greater Noida","2, 3, 4 BHK Apartments","Dec, 2022"
noida,31.06 L - 34.83 L,EMI starts at 21.7 K,Ajnara Elements,"Sector 137, Noida",1 BHK Apartment,Ready to Move
noida,1.39 Cr - 2.68 Cr,EMI starts at 1.56 Lacs,ATS One Hamlet,"Sector 104, Noida","3, 4 BHK Apartments",Ready to Move
noida,75.08 L - 1.48 Cr,EMI starts at 86.6 K,Paramount Golfforeste Villas,Greater Noida,"2.5, 3, 4 BHK Villas",Ready to Move in
noida,30.23 L - 41.99 L,EMI starts at 26.1 K,Future Rhythm County,"Noida Extension, Greater Noida","2, 2.5, 3 BHK Apartments","Mar, 2020"
noida,71 L - 1.34 Cr,EMI starts at 78.2 K,ATS Dolce,"Eta 1 Greater Noida, Greater Noida","3, 4 BHK Apartments","Dec, 2020"
noida,60.01 L - 85.92 L,EMI starts at 50.2 K,TATA Eureka Park,"Sector 150, Noida","2, 3 BHK Apartments","Mar, 2023"
noida,81.2 L - 31.45 Cr,EMI starts at 18.39 Lacs,Supertech Supernova,"Sector 94, Noida","1, 2, 3, 3.5, 4 BHK Apartments",Under Construction
noida,48.13 L - 87.68 L,EMI starts at 51.2 K,Ajnara Ambrosia,"Sector 118, Noida","2, 3, 3.5 BHK Apartments","Dec, 2019"
noida,24.83 L - 44.46 L,EMI starts at 27.7 K,Gaursons Atulyam,"Omicron I Greater Noida, Greater Noida","2, 3, 4 BHK Apartments","Dec, 2022"
noida,37.84 L - 50.34 L,EMI starts at 31.3 K,Ace City,"Noida Extension, Greater Noida","2, 3 BHK Apartments",Ready to Move
noida,27.55 L - 42.87 L,EMI starts at 26.7 K,Gaursons 11th Avenue,"Noida Extension, Greater Noida","2, 2.5, 3 BHK Apartments",Ready to Move
noida,43.01 L - 84.86 L,EMI starts at 49.6 K,Mahagun Mywoods,"GH-04, Sector- 16 C, Greater Noida West","3, 4 BHK Apartments","Jun, 2021"
noida,30.82 L - 89.66 L,EMI starts at 52.4 K,Sam Palm Olympia,"Noida Extension, Greater Noida","2, 3, 4 BHK Apartments",Ready to Move
noida,32.71 L - 78.26 L,EMI starts at 45.7 K,Trident Embassy,"Noida Extension, Greater Noida","2, 2.5, 3, 3.5, 4, 4.5 BHK Apartments",Ready to Move
noida,24.5 L - 68.25 L,EMI starts at 42.5 K,Ace Platinum Zeta 1,"Site C Extnsn Rd Zeta 1, Greater Noida","1, 2, 3, 4 BHK Apartments",Ready to Move
noida,30.88 L - 34.45 L,EMI starts at 21.4 K,Nirala Greenshire,"Noida Extension, Greater Noida",2 BHK Apartment,"Sep, 2020"
noida,75.08 L - 1.48 Cr,EMI starts at 86.6 K,Paramount Golfforeste Villas,Greater Noida,"2.5, 3, 4 BHK Villas",Ready to Move in
noida,1.85 Cr - 3.84 Cr,EMI starts at 2.24 Lacs,Prateek Edifice,"Sector 107, Noida","3, 4, 5 BHK Penthouse, Apartments",Ready to Move
noida,2.05 Cr - 4.92 Cr,EMI starts at 2.87 Lacs,Mahagun Mezzaria,"Sector 78, Noida","3, 4, 5 BHK Apartments","Jun, 2019"
noida,2.69 Cr - 3.27 Cr,EMI starts at 1.91 Lacs,Godrej Evoke,"Jaypee Greens, Greater Noida",4 BHK Villa,"Nov, 2022"
noida,39.84 L,EMI starts at 24.8 K,Gaursons Gaur City Center,"Noida Extension, Greater Noida",1 BHK Apartment,"Jan, 2024"
noida,36.91 L - 63.02 L,EMI starts at 39.3 K,Gulshan Bellina,"Noida Extension, Greater Noida","2, 2.5, 3, 3.5 BHK Apartments","Jan, 2022"
noida,7.22 Cr,EMI starts at 4.22 Lacs,CBS Amaltas Bungalows,"Sector 90, Noida",4 BHK Bungalow,"Jun, 2018"
noida,3.51 Cr,EMI starts at 2.05 Lacs,CBS Amaltas Villas,"Sector 90, Noida",4 BHK Villa,"Jun, 2018"
noida,17.64 L - 26.33 L,EMI starts at 16.4 K,Horizon Noida Nxt,"Knowledge Park 3, Greater Noida","1, 2 BHK Apartments",Under Construction
noida,1.44 Cr - 2.0 Cr,EMI starts at 1.16 Lacs,Lotus Isle,"Sector 98, Noida","3, 4 BHK Apartments",Under Construction
noida,2.87 Cr - 5.39 Cr,EMI starts at 3.14 Lacs,ABA County 107,"Sector 107, Noida","4, 5 BHK Apartments","Dec, 2023"
noida,2.55 Cr - 6.06 Cr,EMI starts at 3.54 Lacs,Ambience Tiverton,"Sector 50, Noida","3, 4, 5 BHK Apartments","Mar, 2020"
noida,62.65 L - 81.18 L,EMI starts at 47.4 K,Wave Livork,"Sector 32, Noida","Studio, 1 BHK Apartment, Studio Apartments",Under Construction
noida,84.79 L - 1.2 Cr,EMI starts at 69.8 K,Wave Vasilia,"Sector 32, Noida","2, 3 BHK Apartments",Under Construction
noida,2.44 Cr - 3.33 Cr,EMI starts at 1.94 Lacs,Kalpataru Vista,"Sector 128, Noida","3, 4 BHK Apartments","Dec, 2021"
noida,26.37 L - 49.71 L,EMI starts at 31 K,SKA Metro Ville,"Eta 2 Greater Noida, Greater Noida","2, 3, 3.5 BHK Apartments","Dec, 2021"
noida,33.95 L - 55.05 L,EMI starts at 34.3 K,Ska Greenarch,"Noida Extension, Greater Noida","2, 3 BHK Apartments","Mar, 2020"
noida,35.15 L - 48.73 L,EMI starts at 30.3 K,Paramount Emotions,"Noida Extension, Noida","2, 3 BHK Apartments",Ready to Move
noida,15.4 L - 22 L,EMI starts at 13.7 K,Gaursons Anmol,"Sector 19, Noida","1, 2, 3 BHK Apartments","Sep, 2019"
noida,34.18 L - 43.98 L,EMI starts at 27.4 K,Pratishtha Smart Villas,"Kulesara, Greater Noida",3 BHK Villa,Ready to Move
noida,Price on Request,Supertech Czar Suites,"Omicron I Greater Noida, Greater Noida","1, 2, 2.5, 3, 4 BHK Apartments",Ready to Move
noida,16.88 L,EMI starts at 10.5 K,VKG Central Park Apartment,"Sector 162, Noida",2 BHK Apartment,Ready to Move
noida,28 L - 85.11 L,EMI starts at 49.7 K,Venetia Heights Greater Noida West,"Sector 70, Noida","2, 3, 4 BHK Apartments",Ready to Move
noida,10.58 L - 20.25 L,EMI starts at 12.6 K,AKH Parth Square,"Sector 137, Noida","1, 2, 3 BHK Apartments",Ready to Move
noida,15.9 L - 26.5 L,EMI starts at 16.5 K,Nitya Azaad Residency,"Lakhnawali Greater Noida, Greater Noida","1, 2, 2.5 BHK Apartments",Ready to Move
noida,6 L,EMI starts at 3.7 K,Yamuna Expressway Authority Flat,"Ansal Golf Links 1, Greater Noida",1 BHK Apartment,"Dec, 2018"
noida,16.32 L - 23.44 L,EMI starts at 14.6 K,Shubh Aditya Urban Homes(Phase-2),"Sector 62, Noida","1, 2 BHK Apartments",Ready to Move
noida,17.44 L - 54.27 L,EMI starts at 33.8 K,Gayatri Life,"Sector 62A, Noida","1, 2, 2.5, 3, 4 BHK Apartments",Ready to Move
noida,25.18 L - 34.72 L,EMI starts at 21.6 K,Aadhaar Jan Ghar Awas Yojna,"Ambedkar City, Noida","2, 3 BHK Apartments","Dec, 2018"
noida,35.71 L - 51.75 L,EMI starts at 32.2 K,Today Homes Kings Park,"Omega IV Greater Noida, Greater Noida","2, 2.5, 3 BHK Apartments",Under Construction
noida,33.8 L,EMI starts at 21 K,GR Site - 268,"Chipiyana Buzurg, Ghaziabad",2 BHK Row House,Ready to Move
noida,26.37 L - 49.71 L,EMI starts at 31 K,SKA Metro Ville,"Eta 2 Greater Noida, Greater Noida","2, 3, 3.5 BHK Apartments","Dec, 2021"
noida,79.51 L - 1.7 Cr,EMI starts at 99.5 K,ATS Picturesque Reprieves Phase 1,"Sector 152, Noida","3, 4 BHK Apartment, Penthouses","Oct, 2024"
noida,2.2 Cr - 3.14 Cr,EMI starts at 1.83 Lacs,Laureate Parx Laureate,"Sector 108, Noida","3, 4 BHK Apartments",Ready to Move
noida,1.85 Cr - 3.84 Cr,EMI starts at 2.24 Lacs,Prateek Edifice,"Sector 107, Noida","3, 4, 5 BHK Penthouse, Apartments",Ready to Move
noida,1.04 Cr - 2.16 Cr,EMI starts at 1.26 Lacs,Dasnac The Jewel of Noida,"Sector 75, Noida","2, 3, 4 BHK Apartments",Ready to Move
noida,58.95 L - 79.65 L,EMI starts at 46.5 K,Hilston,"Sector 79, Noida","2.5, 3 BHK Apartments",Under Construction
noida,30.23 L - 41.99 L,EMI starts at 26.1 K,Future Rhythm County,"Noida Extension, Greater Noida","2, 2.5, 3 BHK Apartments","Mar, 2020"
noida,2.05 Cr - 4.92 Cr,EMI starts at 2.87 Lacs,Mahagun Mezzaria,"Sector 78, Noida","3, 4, 5 BHK Apartments","Jun, 2019"
noida,1.06 Cr - 1.93 Cr,EMI starts at 1.12 Lacs,Godrej Nest,"Sector 150, Noida","3, 4 BHK Apartments","Mar, 2024"
noida,2.69 Cr - 3.27 Cr,EMI starts at 1.91 Lacs,Godrej Evoke,"Jaypee Greens, Greater Noida",4 BHK Villa,"Nov, 2022"
noida,68.99 L - 82.54 L,EMI starts at 48.2 K,ATS Pious Hideaways,"Sector 150, Noida",3 BHK Apartment,"Mar, 2026"
noida,71 L - 1.34 Cr,EMI starts at 78.2 K,ATS Dolce,"Eta 1 Greater Noida, Greater Noida","3, 4 BHK Apartments","Dec, 2020"
noida,51.25 L - 73.75 L,EMI starts at 45.9 K,Gulshan Botnia,"Sector 144, Noida","2, 2.5, 3 BHK Apartments","Aug, 2023"
noida,1.99 Cr,EMI starts at 1.16 Lacs,Exquisite At Godrej Golf Links,"Jaypee Greens, Greater Noida",4 BHK Villa,"Sep, 2023"
noida,35.81 L - 55.42 L,EMI starts at 34.5 K,Ace Divino,Noida Extension,"2, 2.5, 3 BHK Apartments","Apr, 2023"
noida,40 L - 60 L,EMI starts at 37.4 K,Shivom Mahavir Enclave,"Sector 49, Noida","2, 3 BHK Independent Floors",Ready to Move
noida,25.2 L - 26.8 L,EMI starts at 16.7 K,Shivom Apartment C - 48 & 49,"Sector 49, Noida",2 BHK Independent Floor,Ready to Move
noida,16.5 L,EMI starts at 10.2 K
noida,16.41 L,EMI starts at 10.2 K
noida,13.8 L,EMI starts at 8.6 K
noida,10.75 L,EMI starts at 6.7 K
noida,17.5 L,EMI starts at 10.9 K
noida,16.8 L,EMI starts at 10.4 K,Sky Apartment,"Sector 126, Noida",1 BHK Independent Floor,Ready to Move
noida,17 L,EMI starts at 10.6 K,121 Home Amity Apartment,"Sector 126, Noida",2 BHK Independent Floor,Ready to Move
noida,28.88 L - 40.43 L,EMI starts at 25.2 K,Bamatech Sai Sharnam Apartment,"Sector 53, Noida","1, 2 BHK Independent Floors",Ready to Move
noida,12.6 L - 22.4 L,EMI starts at 13.9 K,JSR Apartment - 2,"Sector 49, Noida","1, 2 BHK Independent Floors",Ready to Move
noida,2.67k - 51.68 L,EMI starts at 32.2 K,Arrow Pine Residency,"sector 73, Noida","1, 2 BHK Apartment, Independent Floors",Ready to Move
noida,16.83 L,EMI starts at 10.4 K,Siscon SBI Tower,"Sector 122, Noida",1 BHK Independent Floor,Ready to Move
noida,22.03 L - 27.95 L,EMI starts at 17.4 K,S & U Golden Nest,"Sector 62, Noida",2 BHK Independent Floor,Ready to Move
noida,13.66 L - 15.12 L,EMI starts at 9.4 K,Winner Group Tower,"Sector 72, Noida",1 BHK Independent Floor,Ready to Move
hyderabad,95.0 L,EMI starts at 55.5 K
hyderabad,4.8 Cr,EMI starts at 2.8 Lacs
hyderabad,2.25 Cr,EMI starts at 1.31 Lacs
hyderabad,4.0 Cr,EMI starts at 2.33 Lacs
hyderabad,1.75 Cr,EMI starts at 1.02 Lacs
hyderabad,1.25 Cr,EMI starts at 73 K
hyderabad,1.9 Cr,EMI starts at 1.11 Lacs
hyderabad,68.0 L,EMI starts at 42.4 K
hyderabad,4.5 Cr,EMI starts at 2.63 Lacs
hyderabad,29.0 L,EMI starts at 18 K
hyderabad,2.3 Cr,EMI starts at 1.34 Lacs
hyderabad,19.0 L,EMI starts at 11.8 K
hyderabad,85.0 L,EMI starts at 49.6 K
hyderabad,25.76 L,EMI starts at 16 K,RC Green Field,"Ramachandra Puram, Hyderabad",3 BHK Bungalow,Ready to Move
hyderabad,Price on Request,Cosy Gazelle Woods,"Chevella, Hyderabad",2 BHK Bungalow,Ready to Move
hyderabad,20.0 L - 26.7 L,EMI starts at 16.6 K,CRK Fortune Heights1,"Khajiguda, Hyderabad",Residential Plots,Ready to Move
hyderabad,3.42 Cr - 5.16 Cr,EMI starts at 3.01 Lacs,Vessella Meadows,Narsingi,"5+, 4.5 BHK Villa, Apartments","Feb, 2020"
hyderabad,46.01 L,EMI starts at 28.6 K,SRR Gachibowli Paradise Phase7,"Bhanur, Hyderabad",Residential Plots,Ready to Move
hyderabad,22.0 L - 35.0 L,EMI starts at 21.8 K,VS Valencia Village,"Shadnagar, Hyderabad",Residential Plots,"Dec, 2019"
hyderabad,7.86 L - 33.58 L,EMI starts at 20.9 K,Sandstone Centre Park,"Amangal, Hyderabad",Residential Plots,"Nov, 2019"
hyderabad,25.99 L - 2.6 Cr,EMI starts at 1.51 Lacs,Mahesh Sri Village,"Shamshabad, Hyderabad",Residential Plots,"May, 2020"
hyderabad,34.0 L - 68.0 L,EMI starts at 42.4 K,CSR Golden Enclave,"Malikdanguda, Hyderabad",Residential Plots,Ready to Move
hyderabad,28.59 L - 82.7 L,EMI starts at 48.3 K,Shri Kartikeya Aamogha Gardenia,"Dundigal, Hyderabad",Residential Plots,"Mar, 2020"
hyderabad,1.86 Cr - 2.61 Cr,EMI starts at 1.52 Lacs,Vishal Sanjivini,"Off Srisailam Highway, Hyderabad",4 BHK Villa,"Dec, 2020"
hyderabad,77 L - 98 L,EMI starts at 57.2 K,SMR Vinay Harmony County,"Bandlaguda Jagir, Hyderabad","2.5, 3 BHK Apartments",Ready to Move
hyderabad,95.75 L - 1.05 Cr,EMI starts at 61.4 K,Ramky One Galaxia,"Nallagandla, Hyderabad",3 BHK Apartment,"Oct, 2019"
hyderabad,8.47 L - 16.94 L,EMI starts at 10.5 K,Siri Vanam,"Shadnagar, Hyderabad",Residential Plots,"Apr, 2020"
hyderabad,14.1 L - 25.0 L,EMI starts at 15.5 K,Akshita Golden Pride,"Mansanpally, Hyderabad",Residential Plots,"Feb, 2020"
hyderabad,88.52 L,EMI starts at 51.7 K,Anuhar Sunny Side,"Alkapur Township, Hyderabad",3 BHK Apartment,"Feb, 2020"
hyderabad,38.42 L - 87.19 L,EMI starts at 50.9 K,Sandstone Eternity,"Patancheru, Hyderabad",Residential Plots,Ready to Move
hyderabad,7.86 L - 33.58 L,EMI starts at 20.9 K,Sandstone Centre Park,"Amangal, Hyderabad",Residential Plots,"Nov, 2019"
hyderabad,89.03 L - 2.03 Cr,EMI starts at 1.18 Lacs,NCC Urban One,"Kokapet, Hyderabad","3, 3.5, 4 BHK Apartments",Ready to Move
hyderabad,83.05 L - 5.37 Cr,EMI starts at 3.14 Lacs,Space Station Township   ,"Tellapur, Hyderabad","3, 4 BHK Apartment, Duplexes","Aug, 2022"
hyderabad,1.22 Cr - 1.83 Cr,EMI starts at 1.06 Lacs,Cybercity Rainbow Vistas Rock Garden,"Borabanda, Hyderabad","3, 3.5 BHK Apartments",Under Construction
hyderabad,70.76 L - 1.43 Cr,EMI starts at 83.4 K,Cybercity Marina Skies,"Hitech City, Madhapur","2, 2.5, 3 BHK Apartments","Dec, 2021"
hyderabad,75.7 L - 1.68 Cr,EMI starts at 98.2 K,Prestige High Fields,"Nanakram Guda, Hyderabad","2, 2.5, 3, 3.5, 4 BHK Apartments",On-going
hyderabad,16.08 L - 35.03 L,EMI starts at 21.8 K,Maruthi Shanthi Nivas,"Annaram, Hyderabad","1, 2 BHK Apartments","Aug, 2024"
hyderabad,5.99 L,EMI starts at 3.7 K,Harivillu Township,"Sadu Velle, Hyderabad",Residential Plots,"Feb, 2020"
hyderabad,37.0 L,EMI starts at 23 K,Incor VB City,"Bolarum, Hyderabad",2 BHK Apartment,"Dec, 2024"
hyderabad,41.5 L - 57 L,EMI starts at 35.5 K,Provident Kenworth ,"Budvel, Hyderabad","2, 3 BHK Condo, Apartments","Apr, 2020"
hyderabad,9.5 L - 56.97 L,EMI starts at 35.5 K,JB Serene County,"Khanapur, Hyderabad",Residential Plots,"May, 2019"
hyderabad,15.61 L,EMI starts at 9.7 K,SpaceVision Green Acres,"Jadcherla, Hyderabad",Residential Plots,"Feb, 2019"
hyderabad,43.5 L - 86.99 L,EMI starts at 50.8 K,Jayadarsini Jayadarsini Township,"Medchal, Hyderabad",Residential Plots,Ready to Move
hyderabad,Price on Request,Incor PBEL City,"Appa Junction, Hyderabad","2, 3 BHK Apartments",Under Construction
hyderabad,50.22 L - 91.53 L,EMI starts at 53.5 K,Prajay Megapolis,"Kukatpally, Hyderabad","2, 2.5, 3 BHK Apartments",Ready to Move
hyderabad,21.6 L - 86.1 L,EMI starts at 50.3 K,Patel Smondo,"Gachibowli, Hyderabad","Studio, 1, 2, 3 BHK Apartment, Studio Apartments","Oct, 2023"
hyderabad,42.08 L,EMI starts at 26.2 K,Dream Enclave,"Kurmaguda, Hyderabad",2 BHK Studio Apartment,Ready to Move
hyderabad,28 L,EMI starts at 17.4 K,Star Daffodil Block,"Balanagar, Hyderabad","Studio Apartment, Studio Apartment",Ready to Move
hyderabad,32.45 L - 45.58 L,EMI starts at 28.4 K,Oorjita Trident Grande,"Kompally, Hyderabad","2, 2.5, 3 BHK Apartment, Studio Apartments",Ready to Move
hyderabad,24 L,EMI starts at 14.9 K,Supra Solar Studios,"Kukatpally, Hyderabad",Studio Studio Apartment,"Dec, 2019"
hyderabad,45.1 L - 1.62 Cr,EMI starts at 94.8 K,O2 Residences,"Nanakram Guda, Hyderabad","Studio, 3 BHK Studio Apartment, Apartments",Ready to Move
hyderabad,3.42 Cr - 5.16 Cr,EMI starts at 3.01 Lacs,Vessella Meadows,Narsingi,"5+, 4.5 BHK Villa, Apartments","Feb, 2020"
hyderabad,2.33 Cr - 3.13 Cr,EMI starts at 1.82 Lacs,Halcyon Homes,"Osman Nagar, Hyderabad","4, 5 BHK Villas","Dec, 2024"
hyderabad,3.1 Cr - 4.33 Cr,EMI starts at 2.53 Lacs,Vessella Woods,"Serilingampally, Hyderabad",4 BHK Villa,"Aug, 2020"
hyderabad,2.46 Cr - 2.99 Cr,EMI starts at 1.74 Lacs,Magna Majestic Meadows,"Kollur, Hyderabad","3, 4 BHK Villas","Dec, 2019"
hyderabad,1.76 Cr - 2.37 Cr,EMI starts at 1.38 Lacs,Rudhra Royal Village,"Nizampet, Hyderabad",3 BHK Villa,"Aug, 2020"
hyderabad,4.26 Cr - 6.58 Cr,EMI starts at 3.84 Lacs,EIPL River Edge Villas,"Kokapet, Hyderabad",4 BHK Villa,"Dec, 2019"
hyderabad,2.33 Cr - 2.35 Cr,EMI starts at 1.37 Lacs,EIPL La Paloma Villas,"Mokila, Hyderabad",3 BHK Villa,"Dec, 2019"
hyderabad,6.63 Cr,EMI starts at 3.87 Lacs,Shanta Sriram Spring Valley,"Shaikpet, Hyderabad",4 BHK Villa,"Dec, 2020"
hyderabad,7.78 Cr,EMI starts at 4.54 Lacs,Prajay Malls Residential Complex,"Gowlipura, Hyderabad",4 BHK Apartment,Ready to Move
hyderabad,7.78 Cr,EMI starts at 4.54 Lacs,Prajay Majestic Residential Complex,"Malakpet, Hyderabad",4 BHK Apartment,Ready to Move
hyderabad,68 L - 1.04 Cr,EMI starts at 60.8 K,Sree 7 Hills Green Homes,"Gurram Guda, Hyderabad",2 BHK Villa,Ready to Move
hyderabad,1.27 Cr - 11.82 Cr,EMI starts at 6.91 Lacs,Emaar Boulder Hill,"Gachibowli, Hyderabad","2, 3, 4 BHK Apartments",Ready to Move
hyderabad,7.78 Cr,EMI starts at 4.54 Lacs,Majestique Township,"Kukatpally, Hyderabad",4 BHK Apartment,Ready to Move
hyderabad,6.11 Cr - 6.5 Cr,EMI starts at 3.8 Lacs,Esmeralda Fortune,"Kondapur, Hyderabad",4 BHK Villa,Ready to Move
hyderabad,2.55 Cr - 4.05 Cr,EMI starts at 2.36 Lacs,Muppa Indraprastha,"Tellapur, Hyderabad",4 BHK Villa,"Apr, 2023"
hyderabad,27.94 L - 55.9 L,EMI starts at 34.8 K,Modi Emerald Heights,"Badesahebguda, Hyderabad","2, 3 BHK Apartments",Ready to Move
hyderabad,98.8 L,EMI starts at 57.7 K,Sheetal Iris,"Devatabowli, Hyderabad",4 BHK Villa,Ready to Move
hyderabad,1.5 Cr,EMI starts at 87.7 K,BricMor Lorena Villas,"Ghanpur, Hyderabad",3 BHK Villa,"Feb, 2021"
hyderabad,35.5 L - 42.74 L,EMI starts at 26.6 K,Anantha Vayun Meadows,"Sainikpuri, Hyderabad",3 BHK Apartment,Ready to Move
hyderabad,17.41 L - 33.39 L,EMI starts at 20.8 K,Modi Lotus Homes,"Kundanpally, Hyderabad","1, 2, 3 BHK Apartments",Ready to Move
hyderabad,18.38 L - 19.22 L,EMI starts at 11.9 K,Sai Housing Alliance Residential Apartment,"Kapra, Hyderabad",2 BHK Apartment,Ready to Move
hyderabad,Price on Request,Ventura Venkatadri Heights,"Pocharam, Hyderabad","2, 3 BHK Apartments",Under Construction
