State Name/Location,pricing,Emi,Project Name,Location,Config,Possession Status
indore,18.63 L - 29.4 L,EMI starts at 18.3 K,Shivalaya Premium Apartments,"Pipliyapala Park IDA Site, Indore","2, 3 BHK Apartments",Ready to Move
indore,12 L,EMI starts at 7.4 K,Aman Aman Park,"Rau, Indore",1 BHK Apartment,Ready to Move
vadodara,61.2 L - 79.98 L,EMI starts at 46.7 K,Shree One,"Vasana Bhayli Road, Vadodara",3 BHK Apartment,"Jul, 2020"
vadodara,25.5 L - 65.0 L,EMI starts at 40.5 K,Blue Ocean,"Harni, Vadodara","2, 3 BHK Apartment, Penthouses","Dec, 2019"
vadodara,17.5 L - 25.02 L,EMI starts at 15.6 K,Icon Green,"Danteshwar, Vadodara","2, 3 BHK Apartments",Ready to Move
vadodara,15.55 L - 20.55 L,EMI starts at 12.8 K,Ananta Subharambh,"Khatamba, Vadodara","1, 2, 3 BHK Row Houses",Ready to Move
vadodara,26.44 L - 35.06 L,EMI starts at 21.8 K,Goyal Radhey Ashray,"Koyali, Vadodara","2, 3 BHK Duplexes",Ready to Move
vadodara,66.01 L,EMI starts at 41.1 K,Vedant Somnath Heritage,"Gotri, Vadodara",3 BHK Bungalow,Ready to Move
vadodara,38.0 L,EMI starts at 23.7 K,Shreeji Atria Bunglows,"Atladara, Vadodara",4 BHK Bungalow,Ready to Move
vadodara,11.11 L - 21.12 L,EMI starts at 13.1 K,Milestone City Pulse,"Sayajipura, Vadodara","1, 2, 3 BHK Apartments",Ready to Move
vadodara,14.17 L,EMI starts at 8.8 K,Ace Octave,"Atladara, Vadodara",2 BHK Apartment,Ready to Move
vadodara,19.36 L - 35 L,EMI starts at 21.8 K,Vinayak Vrajraj Residency,"Laxmipura, Vadodara","2, 3 BHK Apartments",Ready to Move
vadodara,19.01 L,EMI starts at 11.8 K,Satva Florence,"Manjalpur, Vadodara",1 BHK Apartment,Ready to Move
vadodara,46.2 L,EMI starts at 28.8 K,Lilleria Leela Residency,"Laxmipura, Vadodara",3 BHK Apartment,Ready to Move
vadodara,25.0 L - 35.41 L,EMI starts at 22 K,Vrunda Saakar Opulent,"Vemali, Vadodara","2, 3 BHK Apartment, Penthouses",Ready to Move
vadodara,45.05 L - 56.9 L,EMI starts at 35.4 K,Alton Blues,"Bill, Vadodara","3, 4 BHK Bungalows",Ready to Move
vadodara,50 L,EMI starts at 31.1 K,Footstep Shiv Vaani Homes,"Vemali, Vadodara","3 BHK Penthouse, Apartment",Ready to Move
vadodara,11.11 L - 21.12 L,EMI starts at 13.1 K,Milestone City Pulse,"Sayajipura, Vadodara","1, 2, 3 BHK Apartments",Ready to Move
vadodara,12.91 L - 18.0 L,EMI starts at 11.2 K,Akshar City Villas,"Ratanpur, Vadodara","1, 3 BHK Villas",Under Construction
vadodara,Price on Request,Milestone Highrise,"Bhayli, Vadodara","2, 3 BHK Apartments",Ready to Move
vadodara,1.33 Cr - 1.84 Cr,EMI starts at 1.07 Lacs,The Landmark,"Karelibaug, Vadodara",4 BHK Apartment,"Mar, 2022"
vadodara,1.73 Cr,EMI starts at 1.01 Lacs,Neptune Greenwoods Aspire,"Subhanpura, Vadodara",4 BHK Apartment,"Jun, 2023"
vadodara,60.61 L,EMI starts at 37.8 K,Hari Divya Shrushti Farms,"Kodarvaya, Vadodara",2 BHK Villa,Ready to Move
vadodara,21.15 L - 58.5 L,EMI starts at 36.4 K,Ananta Swagatam,"Atladara, Vadodara","1, 2, 3, 4 BHK Villas",Under Construction
vadodara,Price on Request,Pawan Vicenza Cloud 9,"Muj Mahuda, Vadodara",4 BHK Apartment,Under Construction
vadodara,69.99 L,EMI starts at 43.6 K,Prayosha Pramukhswami Villa,"Atladara, Vadodara",4 BHK Villa,Ready to Move
vadodara,1.31 Cr,EMI starts at 76.6 K,Shreeji Lean-To,"Gotri, Vadodara",4 BHK Duplex,Ready to Move
vadodara,3.36 Cr - 4.02 Cr,EMI starts at 2.34 Lacs,Northway The Address,"Alkapuri, Vadodara","3, 4.5 BHK Apartments",Under Construction
vadodara,68.0 L,EMI starts at 42.4 K,Rosedale Enclave,"Gokul Nagar, Vadodara",3 BHK Duplex,Ready to Move
vadodara,Price on Request,Othello Nautilus,"Diwalipura, Vadodara","3, 4 BHK Apartments",Ready to Move
vadodara,60 L,EMI starts at 37.4 K,Dev Satya Krupa,"Sayajipura, Vadodara",3 BHK Villa,Under Construction
vadodara,Price on Request,Earth Arise,"Vemali, Vadodara",4 BHK Bungalow,Ready to Move
vadodara,2.93 Cr - 4.16 Cr,EMI starts at 2.43 Lacs,Neptune Antica Greenwoods,"Ankodiya, Vadodara","3, 4 BHK Villas","Dec, 2024"
vadodara,1.15 Cr - 1.63 Cr,EMI starts at 95.3 K,Mangla Aura Premium Appts,"Subhanpura, Vadodara","3, 4 BHK Apartments",Ready to Move
vadodara,61.41 L - 1.01 Cr,EMI starts at 58.7 K,Pacifica Casa Lake Side,"Chapad, Vadodara",4 BHK Villa,Ready to Move
vadodara,17.5 L - 25.02 L,EMI starts at 15.6 K,Icon Green,"Danteshwar, Vadodara","2, 3 BHK Apartments",Ready to Move
vadodara,11.55 L - 18.56 L,EMI starts at 11.5 K,Akruti Lifestyle,"Kalali, Vadodara","1, 2 BHK Apartments",Ready to Move
vadodara,15 L - 21.01 L,EMI starts at 13.1 K,Elegance Takshashila,"Gotri, Vadodara","2, 3 BHK Apartments",Ready to Move
vadodara,13.5 L,EMI starts at 8.4 K,Goyal Radhey Lifestyle,"Koyali, Vadodara",2 BHK Apartment,Ready to Move
vadodara,16.0 L - 24.0 L,EMI starts at 14.9 K,Sakar 99,"Gotri, Vadodara","2, 3 BHK Apartments",Ready to Move
vadodara,11.11 L - 21.12 L,EMI starts at 13.1 K,Milestone City Pulse,"Sayajipura, Vadodara","1, 2, 3 BHK Apartments",Ready to Move
vadodara,6 L - 26.51 L,EMI starts at 16.5 K,Shreemath Ornate Townsville,"Alamgir, Vadodara","1, 2, 3 BHK Apartment, Duplexes",Ready to Move
vadodara,16.59 L,EMI starts at 10.3 K,Maruti Meet Retreat,"Koyali, Vadodara",2 BHK Apartment,Ready to Move
vadodara,Price on Request,Shreeji Samruddhi,"Gotri, Vadodara",3 BHK Apartment,Ready to Move
vadodara,14.17 L,EMI starts at 8.8 K,Ace Octave,"Atladara, Vadodara",2 BHK Apartment,Ready to Move
vadodara,23.64 L - 36.51 L,EMI starts at 22.7 K,Pratham Paradise Apartments,"Tarsali, Vadodara","2, 3 BHK Apartments",Ready to Move
vadodara,16.01 L - 20.51 L,EMI starts at 12.7 K,B & B Eshant Heights,"Sayajipura, Vadodara","2, 3 BHK Apartments",Ready to Move
vadodara,12.81 L,EMI starts at 7.9 K,Ria Diya Style Home,"Undera, Vadodara",2 BHK Apartment,Ready to Move
vadodara,16.0 L,EMI starts at 9.9 K,Guru Mantra,"Undera, Vadodara",2 BHK Apartment,Ready to Move
vadodara,19.51 L,EMI starts at 12.1 K,Shree Siddhivinayak Gokuldham Residency - 2,"Sherkhi, Vadodara",3 BHK Duplex,Ready to Move
nashik,1.47 Cr - 1.59 Cr,EMI starts at 92.8 K,Suyojit Baug,"Sahdev Nagar, Nashik",3 BHK Apartment,Ready to Move
nashik,42.39 L,EMI starts at 26.4 K,Mahalaxmi Park Woods,"D. K. Nagar, Nashik",3 BHK Apartment,Ready to Move
nashik,58.03 L - 77.22 L,EMI starts at 45.1 K,Octavia Trillium,"D. K. Nagar, Nashik","2, 3 BHK Apartments",Ready to Move
nashik,40.5 L,EMI starts at 25.2 K,Srujan Kusumraj Aster,"Pramod Nagar, Nashik",2 BHK Apartment,Ready to Move
nashik,22.75 L - 29.75 L,EMI starts at 18.5 K,Malpani Shree Rudra Residency,"Uttam Nagar, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,28.16 L - 29.44 L,EMI starts at 18.3 K,Deep Akash Annex,"Ambika Nagar, Nashik",2 BHK Apartment,Ready to Move
nashik,16.24 L - 17.69 L,EMI starts at 11 K,Nivrutti Prabha Heights,"Kartikey Nagar, Nashik",1 BHK Apartment,Ready to Move
nashik,43.2 L,EMI starts at 26.9 K, Krishna Stuti,"Omkar Nagar, Nashik",2 BHK Apartment,Ready to Move
nashik,27.6 L,EMI starts at 17.2 K,Aastha Aditya Sankul,"Ojhar, Nashik",2 BHK Row House,Ready to Move
nashik,12.36 L - 20.16 L,EMI starts at 12.5 K,R K Rushabh Heights,"Bidi Kamgar Colony, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,31.5 L,EMI starts at 19.6 K,Siddhivinayak Sunita Housing Society,"Pandit Colony, Nashik",2 BHK Apartment,Ready to Move
nashik,19.05 L - 26.85 L,EMI starts at 16.7 K,Aditya Pride Sai Darshan,"Bridge Nagar, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,39.55 L - 55.3 L,EMI starts at 34.4 K,Chandrakiran Plaza,"Khutwad Nagar, Nashik","2, 3 BHK Apartments",Ready to Move
nashik,17.1 L - 24.1 L,EMI starts at 15 K,Shilpakruti Shubharambh,"Janata Raja Colony, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,29.28 L - 31.22 L,EMI starts at 19.4 K,Rachita Grace,"Prabhat Nagar, Nashik",2 BHK Row House,Ready to Move
nashik,Price on Request,Ashoka Valley Of Flowers,"Sinnar Taluka, Nashik",2 BHK Apartment,Ready to Move
nashik,25.19 L - 45.72 L,EMI starts at 28.5 K,Aaryavarta,"Siddhivinayak Colony, Nashik","1, 2, 2.5, 3 BHK Apartments",Ready to Move
nashik,Price on Request,Suyojit Viridian Vallis,"Chandshi, Nashik","1.5, 2, 3, 4 BHK Apartment, Villas","Mar, 2020"
nashik,1.47 Cr - 1.59 Cr,EMI starts at 92.8 K,Suyojit Baug,"Sahdev Nagar, Nashik",3 BHK Apartment,Ready to Move
nashik,89.6 L,EMI starts at 52.3 K,Thakkers Skylands,"Purnvad Nagar, Nashik",3 BHK Apartment,"May, 2017"
nashik,72.77 L - 1.41 Cr,EMI starts at 82.5 K,Sky Court,"Sadguru Nagar, Nashik","1, 2, 3 BHK Apartments","Dec, 2023"
nashik,43.42 L - 79.3 L,EMI starts at 46.3 K,Yashashree Gazal,"Shreerang Nagar, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,58.55 L - 79.22 L,EMI starts at 46.3 K,Anand Naman Madhumalti Heights,"Manik Nagar, Nashik","2, 3 BHK Apartments","Dec, 2021"
nashik,41.77 L - 1.31 Cr,EMI starts at 76.6 K,Perfect Sai Meghdoot,"Matoshree Nagar, Nashik","1, 2, 3, 4 BHK Apartments","Oct, 2021"
nashik,56.74 L - 70.92 L,EMI starts at 44.2 K,United Courtyard Phase I,"Tagore Nagar, Nashik","2.5, 3 BHK Apartments","Mar, 2019"
nashik,52.6 L - 87.63 L,EMI starts at 51.2 K,Ravi Amodini Apartment,"Renuka Nagar, Nashik","2, 3 BHK Apartments","Mar, 2019"
nashik,Price on Request,Suyojit Viridian Vallis Phase 1 D1 Sector Otio,"Chandshi, Nashik","2, 3 BHK Apartments","Mar, 2021"
nashik,Price on Request,Bagad Nature's Bliss ,"Chandshi, Nashik","3, 4 BHK Apartments",Ready to Move
nashik,2.65 Cr - 2.72 Cr,EMI starts at 1.59 Lacs,Suyash The Imperial,"Chandshi, Nashik","4, 4.5 BHK Villas",Ready to Move
nashik,1.06 Cr,EMI starts at 62.1 K,Suprabhat Amrut Shilp,"Ghatkopar, Nashik",3 BHK Apartment,Ready to Move
nashik,Price on Request,Ojas Parijat Sahniwas,"Bhagyodaya Colony, Nashik",2 BHK Apartment,"Aug, 2018"
nashik,71.78 L - 1.35 Cr,EMI starts at 78.9 K,Ananth Jayanthi Phoenix,"Satpur, Nashik","2, 3, 4 BHK Apartments",Ready to Move
nashik,1.26 Cr - 1.53 Cr,EMI starts at 89.3 K,Patil Ekaant,"Veer Sawarkar Nagar, Nashik","3, 4 BHK Apartments",Ready to Move
nashik,21.15 L,EMI starts at 13.1 K,Compact Ambika Paradise,"Ekdant Nagar, Nashik",2 BHK Apartment,Ready to Move
nashik,20.02 L,EMI starts at 12.4 K,Sonal Prathamesh Heights,"Vaiduwadi, Nashik",2 BHK Apartment,Ready to Move
nashik,9.35 L - 18.15 L,EMI starts at 11.3 K,Kusum Mangal,"Chunchale, Nashik","1 RK, 1, 2 BHK Apartments",Ready to Move
nashik,25.81 L - 32.94 L,EMI starts at 20.5 K,Suhit Suvinit Residency,"Rajpal Colony, Nashik","2, 3 BHK Apartments",Ready to Move
nashik,12.36 L - 20.16 L,EMI starts at 12.5 K,R K Rushabh Heights,"Bidi Kamgar Colony, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,19.05 L - 26.85 L,EMI starts at 16.7 K,Aditya Pride Sai Darshan,"Bridge Nagar, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,17.1 L - 24.1 L,EMI starts at 15 K,Shilpakruti Shubharambh,"Janata Raja Colony, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,7.3 L - 11.79 L,EMI starts at 7.3 K,Subhadra Gajanan,"Makhmalabad, Nashik","1 RK, 1 BHK Apartments",Ready to Move
nashik,16.89 L - 24.18 L,EMI starts at 15 K,United Sanskruti,"Swaminarayan Nagar, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,19.95 L - 23.09 L,EMI starts at 14.3 K,Siddhivinayak Shivneri Pearl,"Hanuman Nagar, Nashik",2 BHK Apartment,Ready to Move
nashik,20.66 L,EMI starts at 12.8 K,Kshitij Construwell Bhakti Yog,"Vrindavan Nagar, Nashik",2 BHK Apartment,Ready to Move
nashik,8.76 L - 15.53 L,EMI starts at 9.6 K,Hruturaj Kumawat Heights,"Shramik Nagar, Nashik","1 RK, 1 BHK Apartments",Ready to Move
nashik,13.56 L - 20.28 L,EMI starts at 12.6 K,Rachita Glory,"Prabhat Nagar, Nashik","1, 2 BHK Apartments",Ready to Move
nashik,Price on Request,Prafulla Vrundavan Avadhoot,"Lasalgaon, Nashik",2 BHK Apartment,"Mar, 2021"
nashik,24.92 L - 65.01 L,EMI starts at 40.5 K,Talware Imperial Meadows,"Asha Nagar, Nashik","2, 3 BHK Villa, Apartments",Ready to Move
jaipur_rajasthan,24.99 L - 41.99 L,EMI starts at 26.1 K,ORG Nakshatra,"Ramchandpura, Jaipur","2, 3 BHK Villas","Sep, 2020"
jaipur_rajasthan,59.16 L - 61.61 L,EMI starts at 38.4 K,Shri Ratnam Swastik Villa,"Mansarovar Extension, Jaipur",3 BHK Villa,"Aug, 2020"
jaipur_rajasthan,32 L - 52 L,EMI starts at 32.4 K,Chordias G4,"Ajmer Road, Jaipur","2, 3 BHK Apartments","Nov, 2020"
jaipur_rajasthan,49.01 L - 86.1 L,EMI starts at 50.3 K,Mahima Florenza,"Dholai, Jaipur","2, 3 BHK Apartments","Aug, 2021"
jaipur_rajasthan,22.9 L - 41.77 L,EMI starts at 26 K,Mahima Shubh Nilay Phase I Part 2,"Bhankrota, Jaipur","2, 3 BHK Apartments","Nov, 2022"
jaipur_rajasthan,14 L - 27 L,EMI starts at 16.8 K,Chordias Atulya,"Ajmer Road, Jaipur","1, 2, 3 BHK Apartments","Jun, 2020"
jaipur_rajasthan,23.99 L - 26.69 L,EMI starts at 16.6 K,Shri Ratnam The Address,"Bhankrota, Jaipur",2 BHK Apartment,Ready to Move
jaipur_rajasthan,18.0 L - 27.5 L,EMI starts at 17.1 K,Maxx Value Marketing NRI Premium Suites,"Ratalya, Jaipur","1, 2 BHK Apartments",Ready to Move
jaipur_rajasthan,53.2 L - 56.14 L,EMI starts at 35 K,Virasat Mahima,"Taru Chhaya Nagar, Jaipur",4 BHK Apartment,Ready to Move
jaipur_rajasthan,45.92 L - 69.2 L,EMI starts at 43.1 K,SKY 3 Residency,"Dahar Ka Balaji, Jaipur","2, 3 BHK Apartments",Ready to Move
jaipur_rajasthan,1.14 Cr,EMI starts at 66.6 K,Kamini Raj Dhir Appartments,"Gopalpura, Jaipur",3 BHK Independent Floor,Ready to Move
jaipur_rajasthan,2.57 Cr - 2.8 Cr,EMI starts at 1.63 Lacs,Upasna Residency,"Adarsh Nagar, Jaipur","3, 4 BHK Apartments",Ready to Move
jaipur_rajasthan,59.0 L,EMI starts at 36.7 K,Apple Dev Vilas,"Tonk Phatak, Jaipur",3 BHK Apartment,Ready to Move
jaipur_rajasthan,39.99 L - 1.33 Cr,EMI starts at 77.9 K,SNG Shree Enclave,"Nangal Jaisabohra, Jaipur","2, 3, 3.5 BHK Apartment, Penthouses",Ready to Move
jaipur_rajasthan,26.64 L - 70.89 L,EMI starts at 44.2 K,MNC Silver Residency I,"Mansarovar, Jaipur","2, 3, 5 BHK Apartment, Penthouses",Ready to Move
jaipur_rajasthan,7.0 L - 11.0 L,EMI starts at 6.8 K,ABP Vashundhara Kutumb,"Sukhdeopura Nohara, Jaipur","1, 2 BHK Apartments","May, 2021"
jaipur_rajasthan,12.86 L - 18.57 L,EMI starts at 11.5 K,Ravi Surya Residency,"Girdharipura, Jaipur",2 BHK Apartment,"Nov, 2022"
jaipur_rajasthan,6.0 L - 24.01 L,EMI starts at 14.9 K,SNG Parth City Plot,"Jhotwara, Jaipur",Residential Plots,Ready to Move
jaipur_rajasthan,7.5 L - 11.7 L,EMI starts at 7.2 K,Om Shyam Apartment,"Harmada, Jaipur","1, 2 BHK Apartments","Mar, 2022"
jaipur_rajasthan,34.99 L - 87.48 L,EMI starts at 51.1 K,Emaar Jaipur Greens,"Jhanyee, Jaipur",Residential Plots,Ready to Move
jaipur_rajasthan,8.0 L - 12.5 L,EMI starts at 7.7 K,Uday Nand Ganv II,"Mansarovar, Jaipur","1, 2 BHK Apartments","Mar, 2021"
jaipur_rajasthan,Price on Request,Unique My Haveli,"Ramchandpura, Jaipur","1, 3 BHK Apartments","Dec, 2018"
jaipur_rajasthan,11.97 L - 54.18 L,EMI starts at 33.7 K,Siddha Aangan Heights,"Bagru Khurd, Jaipur","1, 2, 3, 4 BHK Villa, Apartments",Ready to Move
jaipur_rajasthan,11.25 L - 25.32 L,EMI starts at 15.7 K,Manglam Kanak Vatika,"Malwa, Jaipur",Residential Plots,Ready to Move
jaipur_rajasthan,9.56 L - 16.17 L,EMI starts at 10 K,R S R Elite Chitvan Residency,"Jagatpura, Jaipur","1, 2 BHK Apartments","Jun, 2021"
jaipur_rajasthan,8.2 L - 14.07 L,EMI starts at 8.7 K,Shree Aashrya Gold,"Nindar, Jaipur","1, 2 BHK Apartments","Jun, 2022"
jaipur_rajasthan,1.5 L - 7.49 L,EMI starts at 4.6 K,AJD Heavens,"Taru Chhaya Nagar, Jaipur",Residential Plots,Ready to Move
jaipur_rajasthan,6.99 L - 34.97 L,EMI starts at 21.8 K,Kedia Ganesh Vihar,"Arjun Nagar, Jaipur",Residential Plots,Ready to Move
jaipur_rajasthan,77.8k,EMI starts at 485,Kedia Ganesh Vihar Extension,"Jhotwara, Jaipur",Residential Plots,Ready to Move
jaipur_rajasthan,2.5 L - 15.01 L,EMI starts at 9.3 K,Pal Shanti City,"Sawarda, Jaipur",Residential Plots,Ready to Move
jaipur_rajasthan,2.57 Cr - 2.8 Cr,EMI starts at 1.63 Lacs,Upasna Residency,"Adarsh Nagar, Jaipur","3, 4 BHK Apartments",Ready to Move
jaipur_rajasthan,2.07 Cr - 4.02 Cr,EMI starts at 2.35 Lacs,Grand Vault Upasna Mayfair,"Shivaji Nagar, Jaipur","3, 4 BHK Apartments",Ready to Move
jaipur_rajasthan,1.58 Cr - 2.29 Cr,EMI starts at 1.33 Lacs,Shiv Shital Sapphire,"Adarsh Nagar, Jaipur","3.5, 4 BHK Penthouse, Apartments",Ready to Move
jaipur_rajasthan,1.25 Cr - 2.22 Cr,EMI starts at 1.29 Lacs,Guman Eternity,"Shastri Nagar, Jaipur","2, 3, 4 BHK Apartments",Ready to Move
jaipur_rajasthan,2.99 Cr,EMI starts at 1.74 Lacs,Virasat Freesia,"Gopalpura, Jaipur",4 BHK Villa,Ready to Move
jaipur_rajasthan,38.0 L,EMI starts at 23.6 K,Upasna First Avenue,"Gopalbari, Jaipur",Studio Studio Apartment,"Dec, 2021"
jaipur_rajasthan,2.41 Cr - 2.47 Cr,EMI starts at 1.44 Lacs,SNG Sunrisers,"Ashok Nagar, Jaipur",3 BHK Apartment,Ready to Move
jaipur_rajasthan,4.5 Cr,EMI starts at 2.63 Lacs,Guman Shradha Homes,"Vaishali Nagar, Jaipur",5+ BHK Villa,Ready to Move
jaipur_rajasthan,2.16 Cr - 4.72 Cr,EMI starts at 2.75 Lacs,Harsh Macro The Crest,"Durgapura, Jaipur","2, 3, 4, 5 BHK Apartments",Ready to Move
jaipur_rajasthan,50.06 L - 4.49 Cr,EMI starts at 2.62 Lacs,Unique Is Paradise,"Sodala, Jaipur","1, 3, 4, 5 BHK Apartments","Jan, 2020"
jaipur_rajasthan,1.72 Cr - 3.25 Cr,EMI starts at 1.9 Lacs,Harsh Macro Platinum,"Durgapura, Jaipur","3 BHK Apartment, Penthouse",Ready to Move
jaipur_rajasthan,3.58 Cr - 3.6 Cr,EMI starts at 2.1 Lacs,Okay Plus Satya Palace,"Malviya Nagar, Jaipur",3 BHK Apartment,"May, 2021"
jaipur_rajasthan,69.44 L - 1.01 Cr,EMI starts at 59.3 K,Okay Plus Bella Vista,"Gopalpura, Jaipur","1, 2 BHK Apartments","Aug, 2020"
jaipur_rajasthan,Price on Request,Ridhiraj,"Jagatpura, Jaipur","2, 3 BHK Apartments",Ready to Move
jaipur_rajasthan,2.17 Cr - 4.46 Cr,EMI starts at 2.6 Lacs,Grand Pinkcity Radient Casa,"Jagatpura, Jaipur","3, 4 BHK Apartment, Penthouses",Ready to Move
jaipur_rajasthan,14 L - 27 L,EMI starts at 16.8 K,Chordias Atulya,"Ajmer Road, Jaipur","1, 2, 3 BHK Apartments","Jun, 2020"
jaipur_rajasthan,27.15 L - 55.66 L,EMI starts at 34.7 K,Araham Imperial Heights,"Girdharipura, Jaipur","2, 3 BHK Apartments",Ready to Move
jaipur_rajasthan,22.01 L - 25.0 L,EMI starts at 15.5 K,RLB O2 Villas,"Sawarda, Jaipur","1 RK, 1 BHK Villa, Studio Apartments",Ready to Move
jaipur_rajasthan,17.88 L - 50.88 L,EMI starts at 31.7 K,Gurupragya Guru Shikhar Tonk Rd,"Ajairajpura, Jaipur","1, 2, 3 BHK Apartments",Ready to Move
jaipur_rajasthan,Price on Request,Unique Emporia,"Karolan Ka Barh, Jaipur","3, 4 BHK Apartments","Dec, 2018"
jaipur_rajasthan,Price on Request,Unique Apex Towers,"Lalkothi, Jaipur","2, 3, 5 BHK Apartments","Dec, 2018"
jaipur_rajasthan,Price on Request,Unique My Haveli,"Ramchandpura, Jaipur","1, 3 BHK Apartments","Dec, 2018"
jaipur_rajasthan,11.97 L - 54.18 L,EMI starts at 33.7 K,Siddha Aangan Heights,"Bagru Khurd, Jaipur","1, 2, 3, 4 BHK Villa, Apartments",Ready to Move
jaipur_rajasthan,4.22 L - 7.0 L,EMI starts at 4.3 K,Suvaas Pranay,"Karolan Ka Barh, Jaipur",1 BHK Apartment,"Oct, 2020"
jaipur_rajasthan,7.0 L - 11.0 L,EMI starts at 6.8 K,ABP Vashundhara Kutumb,"Sukhdeopura Nohara, Jaipur","1, 2 BHK Apartments","May, 2021"
jaipur_rajasthan,5.99 L - 10.18 L,EMI starts at 6.3 K,Shree Ram Shubh Aangan Pushp,"Vatika, Jaipur","1, 2 BHK Apartments",Under Construction
jaipur_rajasthan,20.6 L - 20.8 L,EMI starts at 12.9 K,Manglam Tarang,"Muhana, Jaipur",2 BHK Apartment,"Mar, 2019"
jaipur_rajasthan,28.38 L - 48.67 L,EMI starts at 30.3 K,Vardhman Horizon,"Jhotwara, Jaipur","2, 3 BHK Apartments",Ready to Move
jaipur_rajasthan,29.93 L,EMI starts at 18.6 K,Mahima Kopal,"Karolan Ka Barh, Jaipur",3 BHK Villa,Ready to Move
jaipur_rajasthan,18.51 L - 25.51 L,EMI starts at 15.9 K,Mamta Paradise,"Niwaru, Jaipur","2, 3 BHK Apartments",Ready to Move
lucknow,37.95 L - 47.85 L,EMI starts at 29.8 K,Omaxe R2,"Arjunganj, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,45.32 L - 68.56 L,EMI starts at 42.7 K,RK Park Ultima,"Jankipuram Extension, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,Price on Request,Eldeco Saubhagyam,"Vrindavan Yojna, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,44.64 L - 73.8 L,EMI starts at 46 K,Shree Shraddha The Grace,"Golf City, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,30.85 L - 63.04 L,EMI starts at 39.3 K,REPL Rajvansh Residency,"Aurangabad Khalsa, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,Price on Request,Touchwood Infraventures The Woods,"Aishbagh, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,38.57 L - 49.81 L,EMI starts at 31 K,A&S Aman Heights,"Phool Bagh Colony, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,19.2 L - 38.4 L,EMI starts at 23.9 K,Maya BCC Tower,"Arjunganj, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,42 L,EMI starts at 26.1 K,Maya Awadh Apartment,"Wazirganj, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,39.97 L - 61.87 L,EMI starts at 38.5 K,Radhey Krishna Casa Greens Exotica,"Vrindavan Yojna, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,47.5 L - 60.8 L,EMI starts at 37.9 K,United Gemini Apartment,"Vikas Nagar, Lucknow",3 BHK Apartment,Ready to Move
lucknow,26.56 L - 46.08 L,EMI starts at 28.7 K,RBM Residency,"Husainabad, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,42.81 L - 51.87 L,EMI starts at 32.3 K,SAT Heaven's Heights,"Alambagh, Lucknow",3 BHK Apartment,Ready to Move
lucknow,42.21 L,EMI starts at 26.3 K,Starline Pamposhh Enclave,"Gaurabagh, Lucknow",2 BHK Row House,Ready to Move
lucknow,28.5 L - 33.42 L,EMI starts at 20.8 K,Moon Ishanika Townee,"Jankipuram Extension, Lucknow",2 BHK Villa,Ready to Move
lucknow,39.97 L - 61.87 L,EMI starts at 38.5 K,Radhey Krishna Casa Greens Exotica,"Vrindavan Yojna, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,7.49 L,EMI starts at 4.6 K,Vasundhara Orchid Valley,"Gosainganj, Lucknow",Residential Plots,"Nov, 2022"
lucknow,16.58 L - 34.43 L,EMI starts at 21.4 K,Aftek Greens,"Dhawa, Lucknow","1, 2, 3 BHK Apartments",Under Construction
lucknow,4.44 L - 11.66 L,EMI starts at 7.2 K,MJ Sharda Estate,"Nijampur Malhaur, Lucknow",Residential Plots,"Dec, 2020"
lucknow,5.58 L - 18.38 L,EMI starts at 11.4 K, Prakhar City 2,"Inderjeet Khera, Lucknow",Residential Plots,"Dec, 2019"
lucknow,4.87 L - 24.03 L,EMI starts at 14.9 K,Shine Paradise Garden,"Beharkaraundi, Lucknow",Residential Plots,"Dec, 2019"
lucknow,2.7 L - 14.4 L,EMI starts at 8.9 K,Rss Good Luck City,"Dashauli, Lucknow",Residential Plots,"Dec, 2019"
lucknow,7.51 L - 11.27 L,EMI starts at 7 K,Signature Green Park,"Neel Matha, Lucknow",Residential Plots,"Dec, 2019"
